<>,1,2,3,4,5,6,7,8,9,10,11,12
A,4752,40611,19,2692,41391,12,3030,40635,15,881,40980,9
B,4545,41273,18,2393,41712,11,2911,40830,16,904,38880,9
C,4503,41334,20,2670,42100,13,2652,40840,15,918,38779,10
D,4931,41316,21,2554,41975,12,2758,40430,15,800,40520,10
E,4993,42171,20,2756,40161,11,3254,39631,14,844,40831,12
F,5190,40833,18,2807,40403,12,2828,39696,16,847,40206,10
G,4884,40547,17,2668,41116,12,2773,40197,16,850,40499,9
H,4939,41068,54,2788,40920,12,2933,40830,16,822,40503,10
