<>,1,2,3,4,5,6,7,8,9,10,11,12
A,871,41503,14,456,42022,13,878,39920,15,636,40908,13
B,907,42057,13,405,42144,11,999,41455,15,531,40930,13
C,830,43450,14,537,41867,11,1106,40453,15,1103,41176,12
D,948,42151,16,450,40366,13,888,40109,15,575,41830,14
E,821,40745,13,424,40830,13,956,40139,17,695,42103,13
F,869,40825,11,426,40407,11,1473,40246,15,756,42140,13
G,1321,41420,13,684,40843,14,1898,40391,18,695,41493,14
H,1124,41193,14,498,40618,12,2642,40610,18,691,41255,16
