<>,1,2,3,4,5,6,7,8,9,10,11,12
A,8740,41355,20,5554,41989,18,9637,42062,36,5207,41196,17
B,8348,42804,19,5795,42823,17,10859,42075,27,5879,42570,16
C,9882,42123,18,5784,42349,16,10252,41495,18,6273,42125,16
D,8674,41348,21,5460,42277,16,14775,41747,20,5629,41990,16
E,8323,41238,20,5944,41304,20,18013,40871,31,7269,41316,40
F,8340,41650,21,5688,41003,18,8911,41676,19,5251,39925,15
G,8408,41065,21,5953,42291,17,15677,41414,19,6038,42581,15
H,8145,39048,24,5612,41125,19,8698,40185,19,4872,41033,15
