<>,1,2,3,4,5,6,7,8,9,10,11,12
A,2393,42784,20,1684,42928,19,2539,42083,25,2161,41405,19
B,2748,43679,18,1848,43947,18,2294,42228,24,2868,42124,19
C,2998,43754,20,2006,43266,19,2245,42878,24,2243,42170,19
D,2947,43732,21,1829,44123,19,2524,42683,25,2585,42104,18
E,2728,43054,23,1851,43791,38,2414,42633,88,3469,41931,18
F,2724,42984,21,2109,43929,19,2296,42042,24,2374,41784,18
G,2539,43236,20,1957,43311,20,2558,41324,23,2341,41292,19
H,2449,41868,21,1715,42640,20,2325,42534,27,2518,41849,18
