<>,1,2,3,4,5,6,7,8,9,10,11,12
A,840,39347,13,980,40896,14,748,40167,14,565,40069,13
B,1010,39899,13,887,41564,11,635,40136,15,621,40054,11
C,1016,39719,12,794,41672,11,890,39775,15,493,40788,14
D,880,39801,12,1033,41039,12,771,40201,17,444,41270,12
E,1076,40177,14,828,40403,13,763,40164,16,481,40560,11
F,987,39889,20,968,40390,12,1851,39854,14,615,40774,11
G,2261,38854,13,1047,40824,12,1407,39985,16,1059,40466,12
H,1711,39783,13,1027,41075,14,1680,40194,14,636,40288,13
