<>,1,2,3,4,5,6,7,8,9,10,11,12
A,44,41382,17,40,40741,10,44,38840,12,24,38695,8
B,52,40998,17,37,39287,11,38,39824,15,31,37779,8
C,53,40718,17,34,38235,12,45,38526,13,28,38325,9
D,53,41228,18,35,38956,11,48,37383,15,34,36789,9
E,57,42170,19,34,37093,11,50,37888,12,33,37921,9
F,57,40587,17,31,36373,12,60,37513,13,35,35727,9
G,60,40286,15,30,37549,10,39,37861,13,34,37444,7
H,62,41610,59,31,38319,10,36,39019,14,30,38607,8
