<>,1,2,3,4,5,6,7,8,9,10,11,12
A,38,39609,12,42,37320,12,42,39770,12,28,37378,10
B,365,40393,13,49,36599,10,41,39272,13,31,38888,11
C,48,38933,12,58,36606,12,50,38358,13,34,38447,10
D,52,39581,11,45,37026,11,112,39981,13,31,36782,11
E,47,39371,13,48,37497,12,49,39397,12,32,36790,10
F,52,40481,12,45,35238,11,50,41041,13,36,37640,11
G,51,39519,13,52,35621,11,51,39408,12,34,38301,11
H,68,39859,12,55,36779,11,53,39664,12,35,35810,10
