<>,1,2,3,4,5,6,7,8,9,10,11,12
A,5085,40892,18,2806,41121,16,5197,41426,35,2745,40626,17
B,4754,42415,18,3333,42143,14,5670,41123,19,3345,42072,15
C,5609,41565,17,3207,42012,14,5559,40831,17,3526,41584,16
D,4962,40721,17,2962,41236,15,7985,41030,18,3102,41489,14
E,4754,40866,18,3290,40674,17,9880,40379,23,3969,40521,38
F,4745,41143,18,3136,40370,15,4758,41134,15,2886,39398,15
G,4810,40647,17,3132,41730,16,8355,40611,17,3344,42403,15
H,4723,38802,21,3035,40729,16,4556,39654,17,2809,40389,14
