<>,1,2,3,4,5,6,7,8,9,10,11,12
A,1292,39471,13,2377,39211,12,3190,39592,12,2383,38551,10
B,1896,39606,11,2522,38513,14,3720,39134,14,3006,38536,13
C,1266,38599,13,2555,38437,13,3952,38873,14,3306,39116,12
D,1338,39074,12,2226,38410,13,3881,39834,13,2878,38814,13
E,1185,39366,13,2476,38825,12,3595,39743,20,2890,38456,13
F,1316,39304,12,2791,36469,12,3802,39772,13,2875,38405,12
G,1267,38980,12,2524,36658,12,3215,39315,13,2829,39144,12
H,1588,39211,11,2596,37740,12,2950,39623,12,2071,37362,12
