<>,1,2,3,4,5,6,7,8,9,10,11,12
A,3943,42829,14,3126,43520,13,3932,41232,15,1555,41841,12
B,3744,44075,14,2995,43300,14,3865,43161,15,1513,43048,13
C,4102,43765,15,3172,44597,14,3857,43500,15,1568,43097,13
D,4815,44202,15,3225,44647,13,4071,43395,14,1482,44730,13
E,4675,44175,14,3473,44083,12,3879,43091,25,1546,43222,13
F,4310,42787,14,3608,44272,14,4285,43131,16,1764,43743,13
G,5684,41821,14,3202,43890,14,4575,42841,14,1931,42290,15
H,4322,42013,13,3002,42219,14,5105,41655,14,1727,41713,12
