<>,1,2,3,4,5,6,7,8,9,10,11,12
A,85,41660,16,65,41485,13,84,41770,35,54,40184,14
B,86,42571,16,63,41873,13,87,40057,15,48,41452,14
C,93,41128,16,78,42465,13,98,41628,14,73,41291,13
D,106,41334,17,76,39759,13,117,39984,14,73,41301,14
E,98,41927,16,78,38705,13,123,39423,15,79,39225,37
F,108,41479,16,89,38983,13,95,40618,14,74,38384,13
G,105,40543,14,87,41337,13,114,39305,15,76,43576,12
H,119,39365,16,72,37632,15,109,39191,13,78,38946,13
