<>,1,2,3,4,5,6,7,8,9,10,11,12
A,47,41655,14,30,40181,11,40,39647,14,20,37777,13
B,57,41003,14,33,39066,12,41,39509,13,20,37521,13
C,64,40889,14,33,41151,13,47,42453,15,22,37598,13
D,72,41340,14,42,40027,13,42,40233,14,21,38137,13
E,65,40887,13,35,40061,14,50,41085,13,21,38893,12
F,67,40269,13,50,39332,13,60,43795,13,22,39318,12
G,78,40786,14,53,39578,13,50,41458,13,23,37902,13
H,65,37378,13,61,38426,13,58,41033,15,22,36897,11
