<>,1,2,3,4,5,6,7,8,9,10,11,12
A,65,40890,12,99,42250,13,78,44545,14,38,42148,12
B,55,43029,13,77,42267,13,76,43820,13,38,42391,13
C,62,42768,13,75,40789,13,76,41558,13,41,41856,13
D,62,44521,13,119,40476,14,84,43131,13,45,44227,13
E,63,42064,16,80,40249,13,86,43115,14,49,42478,12
F,71,42324,14,71,40207,11,91,41080,13,55,42073,13
G,137,42197,13,93,39933,12,90,40312,14,76,40524,12
H,92,41349,13,92,40914,13,101,41893,13,78,41577,11
