<>,1,2,3,4,5,6,7,8,9,10,11,12
A,61,42363,13,42,44959,11,44,43994,14,53,43082,12
B,57,42919,12,52,45112,12,45,43424,14,45,43279,12
C,57,42393,13,47,45182,14,44,43390,15,43,42772,12
D,69,43295,12,48,44641,11,47,43917,13,44,44398,11
E,66,43253,15,54,44619,12,49,43217,14,50,43070,12
F,65,43369,20,50,44390,12,59,42868,13,54,43662,12
G,70,43745,12,58,43802,11,65,43954,14,514,43072,12
H,54,43075,13,79,44576,13,79,43623,13,76,42565,11
