<>,1,2,3,4,5,6,7,8,9,10,11,12
A,733,36425,11,1215,37719,15,1422,38677,30,1823,36533,16
B,789,38146,13,1150,39334,16,1374,39576,25,1813,38405,15
C,768,34176,14,1106,38058,16,1460,39775,16,1813,37750,15
D,1027,39362,14,1136,38538,15,1757,38598,16,1685,38890,15
E,872,39174,14,1044,37626,15,1351,38623,15,1750,39428,16
F,858,36978,13,1129,40013,15,1506,39757,15,2147,37451,15
G,752,40109,14,1160,39687,14,1705,38406,16,2080,37404,16
H,818,38908,13,1023,37857,15,1385,39282,14,1574,37795,15
