<>,1,2,3,4,5,6,7,8,9,10,11,12
A,1835,40160,16,2305,41493,15,1705,41168,19,1255,40642,14
B,2210,40940,17,2193,42433,16,1755,41228,18,1488,41037,15
C,2324,41049,16,2160,42575,15,2129,40695,20,1068,41569,15
D,1940,40732,15,2517,42085,14,1799,41035,19,1084,42157,15
E,2725,41295,18,2116,41229,16,1870,41220,17,1108,41521,15
F,2194,40772,23,2314,41036,17,4600,40760,19,1439,41445,15
G,5594,39947,16,2527,41789,16,3688,41082,19,1860,41382,16
H,3953,40591,17,2351,41736,16,3881,41146,18,1257,41199,15
