<>,1,2,3,4,5,6,7,8,9,10,11,12
A,2183,39434,23,1422,40338,18,2418,40142,20,1670,39343,18
B,3071,36350,20,1381,41059,20,2887,40286,19,2079,39355,17
C,2975,40008,18,2873,40410,17,2803,40559,18,1730,38975,18
D,2757,39658,18,1648,41178,27,3143,40539,19,1634,39644,17
E,2320,40154,18,1911,41020,18,3372,40821,19,1592,40031,17
F,2458,39527,20,1871,40238,17,2941,40641,20,1503,39956,17
G,2447,38451,20,1706,40172,17,6219,41326,20,1571,40026,19
H,2058,38579,19,1387,40963,56,2786,40250,19,1511,39874,17
