<>,1,2,3,4,5,6,7,8,9,10,11,12
A,1095,41652,14,1416,41242,19,844,41234,14,600,44056,14
B,1017,41587,19,1646,40915,24,677,41907,16,560,44106,15
C,1057,42448,16,1218,40885,21,788,42030,17,797,44017,14
D,1181,43042,17,1108,40999,20,762,41635,18,678,44379,102
E,1211,42219,17,1235,41105,20,819,40931,25,631,44980,14
F,1571,43214,19,1139,41360,19,1112,41298,44,958,43990,14
G,2453,42545,24,1119,41893,17,904,43336,117,688,44005,14
H,1128,43198,17,1236,40109,17,803,40887,15,701,44288,13
