<>,1,2,3,4,5,6,7,8,9,10,11,12
A,5611,43387,14,1886,42625,13,4685,43196,15,2715,43016,13
B,5748,41919,14,1642,41683,11,5087,42665,14,2704,41844,12
C,5255,43519,13,1701,43382,11,5409,43947,14,2841,42545,12
D,5556,43184,13,1850,42026,12,5271,43807,14,2740,40164,14
E,5475,42067,14,2156,44053,15,11519,43687,609,2535,41989,14
F,5464,42650,13,1974,42596,11,9906,42774,17,2606,40726,13
G,6264,44177,13,2519,42796,14,9471,42513,17,2598,40639,13
H,9839,42661,15,2934,43930,13,5989,42537,40,2608,40482,13
