<>,1,2,3,4,5,6,7,8,9,10,11,12
A,37,36323,13,42,36158,11,47,39533,15,44,34837,12
B,50,38025,14,44,37988,13,44,39910,22,42,37295,11
C,51,34820,14,37,37173,14,44,40113,15,38,34532,13
D,47,38858,15,35,37860,12,47,40371,14,37,37354,11
E,49,39540,15,35,37459,13,38,39408,12,35,37258,11
F,44,37463,15,30,39500,11,35,38761,15,36,35801,12
G,37,40038,16,31,37512,12,37,38451,16,35,35104,13
H,38,39561,13,31,36897,12,37,39763,14,34,36838,13
