<>,1,2,3,4,5,6,7,8,9,10,11,12
A,26,39994,11,20,39675,11,28,39872,13,22,41253,11
B,25,38677,10,21,40304,11,33,39687,13,23,40535,10
C,38,40005,12,22,39598,10,268,39386,13,27,40905,9
D,26,40911,11,21,39773,10,44,38459,11,24,42213,12
E,26,39173,11,23,38994,11,46,39421,14,24,41769,9
F,27,39687,10,22,38410,8,47,40113,12,23,42400,10
G,29,39868,10,24,39388,11,58,38835,13,24,41035,11
H,28,39439,12,23,38925,10,40,39578,14,24,40616,10
