<>,1,2,3,4,5,6,7,8,9,10,11,12
A,26,37479,13,20,36117,9,24,35982,11,12,31266,6
B,30,38764,15,18,34597,10,25,34030,12,12,31193,7
C,28,39742,14,20,35686,9,26,37628,11,13,32633,8
D,30,38030,16,24,33104,9,25,36748,13,14,34524,7
E,33,38053,15,20,36117,11,28,36577,12,15,33912,7
F,33,35593,14,19,33976,8,28,36040,12,14,36855,7
G,31,36129,15,22,33975,10,27,37775,11,14,34945,9
H,33,37597,14,21,33230,10,24,37142,11,14,36006,9
