<>,1,2,3,4,5,6,7,8,9,10,11,12
A,1869,41295,16,987,42103,16,2103,40686,22,1413,41108,16
B,2078,42023,16,933,42549,16,2348,41968,22,1415,41248,16
C,1839,43589,17,1165,41959,15,2283,41570,18,2733,41872,15
D,2190,42452,16,974,41119,14,2045,41131,18,1521,42194,17
E,1855,41699,15,984,41402,15,2210,40722,22,1514,42482,17
F,1969,41268,16,943,40735,15,3329,40524,21,1829,42744,17
G,2998,41577,16,1594,41441,16,4239,41452,21,1628,41591,17
H,2427,41228,17,1091,41005,16,5955,40924,21,1492,41073,19
