<>,1,2,3,4,5,6,7,8,9,10,11,12
A,831,42120,15,734,44787,13,10,10,10,10,9,11
B,858,41883,14,654,44913,13,9,10,11,10,10,10
C,1471,41443,14,802,43356,13,10,9,10,10,10,10
D,868,40868,15,739,44415,13,11,10,10,10,10,11
E,2574,41024,14,930,42338,13,9,10,10,10,10,9
F,1876,40948,31,1054,42908,12,11,9,10,10,11,11
G,2756,40613,13,914,42474,12,10,10,11,9,9,9
H,2885,40913,14,1980,42222,12,11,11,10,10,9,9
