<>,1,2,3,4,5,6,7,8,9,10,11,12
A,375,36178,12,547,38059,15,656,38752,20,788,36176,13
B,391,37891,13,492,39039,13,663,39116,23,944,38171,13
C,385,34183,15,489,38252,14,602,39400,18,863,37748,14
D,482,39135,14,543,38286,14,744,38454,13,744,38323,14
E,417,38871,14,447,37682,14,588,38475,15,754,38709,13
F,418,36887,15,529,39948,13,663,39200,15,915,37094,14
G,359,39997,15,563,39221,14,737,37952,16,964,36858,15
H,399,39244,14,472,37995,13,623,39135,14,700,37776,14
