<>,1,2,3,4,5,6,7,8,9,10,11,12
A,3963,37917,12,1619,39834,11,2270,39378,12,960,38686,9
B,3925,39062,13,1666,39858,10,2571,38411,13,964,39516,27
C,4154,38967,13,1362,40406,9,2153,39312,12,814,39601,9
D,4517,39055,13,1721,39922,10,2139,39187,11,1127,39641,9
E,4228,38031,19,1502,40195,10,2125,37941,12,929,39497,10
F,5030,38342,14,1592,40038,10,4244,38830,13,1017,37977,9
G,4392,38925,15,1648,40206,10,4528,39562,12,1046,39234,9
H,4437,38341,12,1695,39939,43,5916,37922,13,1040,36889,11
