<>,1,2,3,4,5,6,7,8,9,10,11,12
A,1130,43405,15,781,43659,16,926,42795,22,911,41007,15
B,1211,43400,16,793,44213,15,892,41777,21,1222,41986,15
C,1337,43858,16,999,43094,15,830,42057,18,1067,42156,16
D,1252,44034,18,921,44626,16,980,43032,21,1252,41267,14
E,1131,43685,21,928,44381,20,956,43234,83,1685,41732,15
F,1192,43207,16,1007,44949,16,925,41741,20,1201,41493,15
G,1112,43680,16,924,43828,17,1038,41613,21,1076,40761,14
H,1140,42604,18,795,43334,15,1093,43428,24,1094,42094,15
