<>,1,2,3,4,5,6,7,8,9,10,11,12
A,55,43166,13,42,41756,10,12,12,13,10,10,10
B,66,43069,13,33,41376,10,12,11,11,10,11,10
C,65,43327,11,34,42197,10,10,11,10,10,9,10
D,72,42962,12,33,39876,10,10,10,10,11,11,12
E,74,42607,11,31,41823,9,10,11,10,10,10,10
F,74,42898,12,36,40509,10,11,10,9,9,10,12
G,72,42354,11,36,41530,10,10,9,11,10,9,10
H,74,42234,12,40,41544,8,11,10,10,10,10,11
