<>,1,2,3,4,5,6,7,8,9,10,11,12
A,6634,42422,12,5364,43085,15,6739,41214,16,2627,42040,12
B,6649,44051,14,5612,43372,13,6967,43648,15,2876,43589,12
C,6905,43696,13,5617,44731,15,7428,43017,15,2962,43630,13
D,7573,44002,14,5743,44403,13,7529,43118,15,2841,44941,12
E,7649,43976,15,5559,44270,14,6909,42758,24,2907,43075,13
F,7040,42490,13,5714,44441,12,7945,42808,15,3080,44129,13
G,10261,41826,13,5719,43659,15,8206,42665,15,3331,42136,15
H,7209,41954,13,5196,42429,12,8607,41782,15,2864,41664,12
