<>,1,2,3,4,5,6,7,8,9,10,11,12
A,44,41815,12,40,39349,12,39,41544,17,31,34165,10
B,40,40810,13,26,44123,13,31,38657,15,28,35255,11
C,61,42438,12,34,41282,11,27,39278,14,25,31470,10
D,51,42377,13,27,44502,10,30,42872,15,22,35191,11
E,50,42089,18,30,42162,12,30,42943,68,30,35194,9
F,47,40405,12,31,43306,12,35,39999,16,28,34950,10
G,44,43156,13,36,42980,14,38,42927,15,31,33069,10
H,43,41259,14,42,42683,12,45,43158,18,33,36000,11
