<>,1,2,3,4,5,6,7,8,9,10,11,12
A,51,36632,13,40,38297,10,54,39027,11,26,36619,9
B,59,37680,12,30,38261,11,44,37963,11,27,37849,10
C,58,38101,12,30,39438,10,40,38724,12,27,36726,9
D,63,37381,12,33,38619,10,40,38184,11,31,38184,9
E,56,36855,12,31,39411,10,42,37318,11,34,39626,9
F,49,37147,11,30,37769,9,46,37513,11,21,37231,9
G,41,37482,13,35,38993,9,52,38918,11,16,39239,9
H,54,37282,11,39,38567,10,71,37044,11,20,36529,8
