<>,1,2,3,4,5,6,7,8,9,10,11,12
A,68,42622,12,49,42277,11,56,42035,13,54,42616,11
B,65,41831,12,38,40630,10,55,41721,12,52,41263,10
C,73,43575,12,39,42437,10,57,43760,13,41,42702,11
D,75,42254,10,52,41464,10,54,43567,14,44,39841,11
E,77,40548,13,50,42416,9,89,43144,589,43,40791,12
F,82,41909,12,49,41429,11,76,42047,14,51,39636,11
G,78,42823,12,53,41602,11,82,42308,14,55,39360,11
H,87,42483,12,55,42814,9,88,42350,13,68,38621,11
