<>,1,2,3,4,5,6,7,8,9,10,11,12
A,54,40803,11,29,40488,9,10,9,8,10,9,10
B,52,40343,12,29,38761,10,9,8,9,8,9,10
C,45,40044,9,39,40292,10,7,9,8,8,10,8
D,62,39244,11,45,41198,9,7,7,8,7,9,8
E,54,39019,10,39,39031,8,9,8,8,9,9,8
F,55,39539,25,36,41506,8,9,9,8,8,9,9
G,54,39612,11,38,40748,9,9,9,8,9,8,9
H,40,40114,11,39,40524,9,10,10,9,10,8,9
