image, root_name, root, length, vector_length, surface, volume, direction, diameter, root_order, root_ontology, parent_name, parent, insertion_position, insertion_angle, n_child, child_density, first_child, insertion_first_child, last_child, insertion_last_child
7_C_3_stitch.rsml, root_0, 10681d47-e5e0-4f00-9301-fffc7013f431, 3.804783, 3.8043392, 0.6415175, 0.013009815, 222.49115825073926, 0.067410156, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_1_stitch.rsml, root_8, d26c253c-3860-4a5c-853d-be6e09442604, 4.424143, 4.343237, 2.5574298, 0.19758822, 240.83121337984232, 0.19633423, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_1_stitch.rsml, root_7, 9997e2f9-ae78-4f29-878b-134986aecede, 2.005127, 1.9598058, 3.4511063, 0.47999734, 156.18216548625972, 0.4826321, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_1_stitch.rsml, root_5, eba26472-33c3-4a01-b6f9-fa732878ae66, 8.245423, 7.829101, 2.707884, 0.10481613, 249.12295374921106, 0.13748017, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_1_stitch.rsml, root_4, 85f1e441-1ec8-4325-bb80-4ae86706ee6b, 3.3745723, 3.3361216, 1.5085245, 0.05531529, 233.93807718643873, 0.1431357, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_1_stitch.rsml, root_3, 12cb2ecc-89bc-4d32-9915-ba4496285e82, 2.1598742, 2.0692484, 0.64398, 0.029848162, 23.236773131888818, 0.11727651, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_1_stitch.rsml, root_2, 71b2d0fe-7fd6-445f-8cc2-ca447c7c3621, 6.7467103, 6.362195, 1.917192, 0.051723935, 275.0839836900526, 0.08710539, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_1_stitch.rsml, root_1, f8583c08-11c2-4805-a059-aee2b51f3931, 5.130127, 5.03702, 0.70155376, 0.00944115, 246.30517286750066, 0.05173951, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_1_stitch.rsml, root_0, 13e5cf8a-2c31-4f1e-bc20-e03769c11d78, 4.762885, 2.9164684, 2.0182376, 0.112817936, 221.13117196434135, 0.11550289, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_1_stitch.rsml, root_5, 7a1b1005-2bac-454b-b326-7fe548a75dd6, 5.1176004, 5.0768204, 1.4854317, 0.04105778, 91.73174915721071, 0.07372877, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_1_stitch.rsml, root_e, 8700f58f-becb-453a-b579-54f872ed5231, 2.9345214, 2.86267, 0.33315197, 0.006577321, 312.2548567005025, 0.05279362, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_1_stitch.rsml, root_2, b1d90a2e-14d9-4a4e-aa75-65a99e0a5475, 5.0509443, 4.952468, 7.9090786, 1.0556061, 112.43261819179365, 0.48056167, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_1_stitch.rsml, root_1, 6dd75b82-e912-4954-97b2-8cd4757d69c5, 4.006921, 3.87248, 1.8948599, 0.09831584, 173.7071195001918, 0.13099171, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_1_stitch.rsml, root_0, 167882fe-72fa-47b0-bf70-9eab9595d35f, 3.0359159, 3.0309618, 1.2336459, 0.042121783, 224.27969792642045, 0.1251719, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_10, 7f6ec7ff-2d90-4ddd-a45f-957811e0be3f, 3.1900353, 3.1556902, 0.59162, 0.011893464, 322.10098420042607, 0.060675405, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_9, 236b33e1-51fe-4253-94a0-1ce2af891cbf, 7.9852114, 7.9074697, 3.2330575, 0.13107076, 236.21818557668576, 0.13409546, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_9, ccbf61b9-fc5d-4a34-abf7-9b9ee9827010, 2.8376656, 2.8376575, 0.29604414, 0.0045944504, 42.97639720117731, 0.052711062, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_8, 2aeea12b-f6e6-4824-813b-58f26b925420, 3.457098, 3.4137948, 0.80462927, 0.016784664, 229.03109170178314, 0.058877107, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_7, 2f633d1e-6c0d-45d1-8dd0-a66b5d8e38c5, 2.6848571, 2.5683174, 0.2543615, 0.0020203413, 260.29258066498636, 0.029352475, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_6, 3ebf206b-3ab0-4e0b-8c77-04f2c820e63d, 4.7253923, 4.7208395, 1.3123765, 0.034713928, 51.10254646430828, 0.08777516, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_5, d72fa8db-439b-425a-9144-d5b5e0aac482, 4.799454, 4.7303696, 3.038288, 0.17192629, 40.279940969693826, 0.20181787, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_3, e3568a83-9534-435b-99cd-d34c2c3d4eab, 1.0185292, 1.0159343, 0.14736412, 0.001820763, 304.5449391653921, 0.051025372, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_2, 3622e618-4d61-408a-99f5-5ed7b26d6c9b, 1.1501132, 1.1424245, 0.2998358, 0.0065688444, 50.54861812262025, 0.084631816, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_1, 2e4e9d2b-a6c9-4d1c-b460-54d2a40096ee, 3.4198866, 3.3528318, 0.6338438, 0.0152445175, 51.46136703726032, 0.08344282, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_C_3_stitch.rsml, root_0, 7857cbb7-c079-4261-bec1-b05b132f8d2b, 2.4806945, 2.4414973, 0.71819824, 0.024267694, 49.38010935941447, 0.0915584, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
2_B_3_stitch.rsml, root_6, 0eee440a-5e7e-42b5-b4cb-93910175ea82, 1.2277855, 1.219004, 0.32863852, 0.0099451225, 125.09730521499304, 0.08042903, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
2_B_3_stitch.rsml, root_5, 47b57e2b-4a30-4336-b069-0469ac4f066b, 2.0856886, 1.9577652, 0.6267622, 0.018203508, 297.28892868176405, 0.09871306, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
2_B_3_stitch.rsml, root_4, 9a95f20e-c6cb-49c5-8c8d-21da6ab4313c, 2.107627, 2.0998843, 0.26318893, 0.003013332, 113.61842782416709, 0.0363896, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
2_B_3_stitch.rsml, root_3, f14e47d1-df86-4c7b-a918-cfe7e3a6edef, 0.9171645, 0.9099695, 0.5790464, 0.04286869, 154.62243714777395, 0.19156751, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
2_B_3_stitch.rsml, root_2, 2988197e-c36e-4944-bb42-feaecfa935ed, 1.9009489, 1.8613712, 1.585303, 0.125366, 222.36003227905334, 0.261883, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
2_B_3_stitch.rsml, root_1, a475b381-5d08-4375-96df-b0d3c3770802, 3.0950954, 3.0632234, 1.2718726, 0.048157636, 21.33359214608354, 0.12344843, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
2_B_3_stitch.rsml, root_0, e954b30e-e45e-4798-9005-7547cd0ae0d6, 2.6292593, 2.603347, 1.209087, 0.08922632, 64.0706373206288, 0.14719069, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_2_stitch.rsml, root_9, 0ac4df04-d3ad-4618-abb2-dbe08b2da7a1, 1.9360801, 1.7930706, 3.185784, 0.4224496, 234.23349652842012, 0.44673476, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_2_stitch.rsml, root_8, b204a230-890a-4a1d-a7f1-bd565a8bd1eb, 5.449007, 5.165453, 2.8527145, 0.18712144, 261.53594830149547, 0.17062068, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_2_stitch.rsml, root_7, 3e88ed64-dddf-43e7-9731-8779d6b791a5, 3.5241144, 3.0813258, 0.59176046, 0.008815681, 164.25829044390952, 0.051681984, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_2_stitch.rsml, root_6, 6e40812c-b43e-4dad-b231-567261366ccc, 2.5832176, 2.4044282, 0.15076663, 8.692322E-4, 238.29748640533438, 0.020640315, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_2_stitch.rsml, root_5, 914905f0-1459-4b49-ac25-33e8c68f5102, 4.737159, 4.5145516, 3.6848404, 0.36670345, 109.817830532216, 0.19159502, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_2_stitch.rsml, root_4, 2fa49b99-57c3-419d-b7bb-7404a8b24ee9, 1.3883955, 1.3878016, 0.2179668, 0.0027633135, 335.6209611718728, 0.048425704, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_2_stitch.rsml, root_3, 4de0c195-ed32-4d88-95b1-019b12346fb8, 3.9219277, 3.8092804, 3.3117056, 0.2598439, 239.06574608317743, 0.24421935, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_2_stitch.rsml, root_2, f000d28b-c4c9-45ac-b711-13c59a27e0d3, 2.8915157, 1.4100779, 0.8414656, 0.032801893, 265.2238133211955, 0.10207755, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_2_stitch.rsml, root_1, 3bc3e2e2-fe57-407b-b782-74aa92cce853, 1.495015, 1.4919909, 1.5007628, 0.13741584, 221.94515292848843, 0.29958007, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_2_stitch.rsml, root_0, 14c1431d-38b4-441f-848f-718dd042351d, 2.3436894, 2.2854142, 0.27220988, 0.005678133, 195.74173323438148, 0.054889705, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_1_stitch.rsml, root_8, 6655c2b9-f72d-4598-8695-231c9d03ce05, 2.0911794, 0.77301806, 1.6415291, 0.19812033, 235.44000846416785, 0.21665107, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_1_stitch.rsml, root_7, 859d6d82-b4de-46e3-b394-4279c168b314, 8.593679, 8.186695, 1.5186145, 0.038208235, 243.59459863500277, 0.071391344, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_1_stitch.rsml, root_6, 4e41e57f-46ee-4bfb-9640-efd0bf04e1ce, 0.71652955, 0.70892364, 0.4975165, 0.026989097, 148.4499132325634, 0.17634797, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_1_stitch.rsml, root_5, 06ab9dc6-a37a-4308-a8f3-cd09344413df, 3.2813256, 3.161362, 0.49667767, 0.011481621, 224.07068047743974, 0.058821745, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_1_stitch.rsml, root_4, 47832eb2-14ce-4f51-b316-f2d821f683ec, 2.4825678, 2.4222648, 1.5109819, 0.084879294, 220.5642116217169, 0.15742077, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_1_stitch.rsml, root_3, ec3778b7-ce3a-43e6-875f-d14f0f74d383, 1.5374651, 1.4223616, 0.6536056, 0.02830323, 227.1542786612687, 0.10510968, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_1_stitch.rsml, root_2, 8b8405bf-1341-439e-8396-e693a9f03786, 4.5507603, 3.9769838, 0.5317509, 0.0057512396, 264.10210501418265, 0.040090982, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_1_stitch.rsml, root_1, 23051bf0-8d86-4bb3-8a75-2b3de87b5e9c, 3.8356884, 3.6729622, 1.1043284, 0.04273701, 327.9388561670627, 0.12808195, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
4_C_1_stitch.rsml, root_0, aa584f76-eb21-427f-8db7-d4a49241fe04, 4.951485, 4.6350274, 0.44780076, 0.0041135205, 247.0471226566608, 0.030751104, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_2_stitch.rsml, root_7, dfbae348-6c12-4956-8ae6-d2a11a934cb0, 3.0233278, 2.8408773, 1.2995026, 0.053767364, 81.64260352661807, 0.12669693, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_2_stitch.rsml, root_6, b4141347-e373-4a0d-a226-b0ae9f9f4768, 3.2432323, 2.5908813, 1.1923181, 0.036452565, 142.7508853513748, 0.11462542, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_2_stitch.rsml, root_5, e8290289-3913-4067-b7e1-6817b3436b39, 1.8972725, 1.8617921, 0.3973112, 0.010010609, 204.77169410962355, 0.058856033, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_2_stitch.rsml, root_5, aaf46212-70c3-4181-a215-384dafb528fd, 2.3576128, 2.270586, 0.52153736, 0.011587899, 133.7860434996796, 0.060608525, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_2_stitch.rsml, root_4, f2b398e6-4490-4a75-8fb4-5551f946b259, 4.9793167, 4.3587227, 4.0317388, 0.39112222, 116.51924331561735, 0.19073462, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_2_stitch.rsml, root_5, bf2b8513-c8e5-408e-8ac3-9a53e59c3474, 2.252798, 2.210847, 0.77913016, 0.034814138, 41.30676087366228, 0.11713186, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_2_stitch.rsml, root_3, 46330007-24d6-49cb-ad6d-93dd46402ec2, 2.131294, 2.1114845, 4.9657145, 0.9019587, 247.0005407665213, 0.662626, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_2_stitch.rsml, root_1, f80c429d-b674-4625-bb9a-ac60a6dad64c, 4.9747663, 4.0052524, 0.7735887, 0.010216372, 92.58674540732373, 0.047129568, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
7_A_2_stitch.rsml, root_0, a0924560-1d3a-44d7-b74d-2a25e573c35f, 5.269532, 5.266001, 1.609525, 0.044326328, 235.4251459725339, 0.095593356, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_14, 2814c4fd-46eb-44b5-bff3-2cf47e7a5eab, 1.8731462, 1.8717523, 0.3987649, 0.006955058, 356.78749884368887, 0.06252379, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_13, d8e79519-4f51-4a0d-8202-3d3ef4742f21, 2.392998, 2.358615, 1.5106388, 0.0969443, 330.4939206525377, 0.20494416, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_12, ca4355de-20dc-4fd9-93bf-f83dafd48675, 2.0652733, 2.0346615, 0.9639665, 0.050041277, 51.461575358030004, 0.17105743, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_11, ffaa68f9-1837-4e12-b243-d8729add4bdd, 6.445855, 6.368144, 2.4256403, 0.09606887, 70.62540594254996, 0.13639177, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_10, 49ba4006-6593-4a80-ba2e-7917ee907167, 1.5681906, 1.5681264, 2.2211227, 0.2585527, 151.89589393299656, 0.41635063, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_8, 6d20fc89-594e-4dc6-89ea-f9ef27a519d8, 1.0928184, 1.0681549, 0.9539427, 0.0702735, 210.1155248332148, 0.25482008, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_7, 0700d210-fa32-46f6-b60b-e086b2f780c4, 2.1568725, 2.0970092, 0.9339611, 0.03495897, 231.97445244157342, 0.12563828, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_6, 38469b39-f366-4b43-babc-5f7f2044913a, 5.234024, 3.7174447, 2.3946433, 0.13230565, 278.3784298135599, 0.1547247, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_5, c74836ef-7c7b-486e-a4bb-837ecea500a0, 3.5902607, 2.3234837, 1.1836616, 0.040020674, 267.6617264020265, 0.09423999, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_4, bdb383b9-817d-4556-ab28-9e4f198ff0c5, 2.1856105, 2.1505148, 0.7604704, 0.022175608, 311.9468424896916, 0.110430464, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_3, 88d96f5c-2245-4859-af57-b85b2d00e970, 3.8292277, 3.8130302, 1.6114545, 0.08500237, 293.3270911140765, 0.13349007, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_2, 207748af-44d8-4dc0-a338-42a10c1be61c, 2.0065658, 1.9172875, 0.8480028, 0.031927627, 193.63418274332565, 0.14327787, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_1, f6442334-a465-4bef-85da-42c5273fd3f6, 1.9254446, 1.89935, 2.0502434, 0.18458998, 346.8744081691425, 0.2856324, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_C_3_stitch.rsml, root_0, ecdc6182-6890-4a9f-8369-54a443d09d9a, 9.13394, 5.3230524, 1.9187443, 0.04971337, 213.6590133142391, 0.07330132, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_A_1_stitch.rsml, root_7, ba6f62ad-7f4a-453c-8609-90cf451d071f, 6.3371167, 6.16013, 8.301164, 0.9633567, 243.71409962472129, 0.39199227, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_A_1_stitch.rsml, root_5, 8e49a09a-fad0-4a74-b8d5-7e72c2b7b062, 3.0173151, 2.9703627, 1.118873, 0.07723576, 54.491023802119116, 0.13478407, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_A_1_stitch.rsml, root_5, c9655df5-ff57-43b0-b19e-30bfff913cae, 1.5244206, 1.3406671, 2.672569, 0.36118907, 205.70692459191673, 0.54278535, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_A_1_stitch.rsml, root_4, 00c0a11f-4dd4-4c8e-a67b-43cf4190560a, 2.7324998, 2.7272494, 1.5850257, 0.07515289, 115.91840523470967, 0.19527797, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_A_1_stitch.rsml, root_3, c83e8ea0-92a1-42c9-bc25-1f1825282ef3, 2.0978844, 2.039711, 0.2004215, 0.0017648896, 138.41646096446306, 0.031595588, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_A_1_stitch.rsml, root_2, d4ca807b-ae7d-4e7e-8031-f87d40169acc, 0.70359975, 0.70359975, 0.0874661, 0.0010320053, 206.6577552262742, 0.039533358, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_A_1_stitch.rsml, root_1, 10e9e451-f835-4b70-8e1a-7966393d8e0e, 3.7362666, 3.7005265, 0.67085075, 0.011079862, 238.09315446612428, 0.060467, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
6_A_1_stitch.rsml, root_0, cb2d2261-23bd-400b-a365-82cb112220e9, 0.9155161, 0.8804901, 0.3351587, 0.01543388, 190.47384055398243, 0.1348839, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
3_B_3_stitch.rsml, root_5, aabfeea5-7eca-4c71-b694-fa95a0cd4456, 2.961573, 0.33157745, 5.610529, 0.8996467, 256.6906667458018, 0.6890246, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
3_B_3_stitch.rsml, root_3, 1b102b1d-2263-46a6-a8ef-becf35a737ed, 7.649188, 7.402838, 4.039597, 0.22946478, 299.8595933193034, 0.16826296, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
3_B_3_stitch.rsml, root_2 , c3cf8e09-e257-4029-aba5-2f464b7efe73, 5.1228676, 5.112037, 0.94824326, 0.02742929, 252.31369028036087, 0.077930264, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
3_B_3_stitch.rsml, root_1, 5a91c20f-d876-4b10-a98a-9e3738ad3715, 1.9573426, 1.9094203, 0.79844487, 0.042758625, 18.974861448300505, 0.14079256, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
3_B_3_stitch.rsml, root_0, c9d85ba4-854d-4cab-972f-39ab9e8f8b09, 2.4142492, 1.8282815, 0.6333156, 0.02479026, 257.63148432283606, 0.09183752, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_9, 87afdb87-4663-4e5d-9335-e5bbd947af90, 5.012952, 4.225698, 1.5669864, 0.055134144, 108.34984529466185, 0.080165625, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_8, 8e47f203-9ce2-423a-95d9-5b67bf135240, 3.028587, 3.0109015, 1.2011989, 0.056075715, 221.96378568454423, 0.11058668, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_7, 65a69819-4816-4641-b712-f1c8d3874a81, 12.801944, 11.350042, 2.1473408, 0.060856074, 250.65029333065266, 0.07425587, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_6, e3325ff6-ceaa-49b2-be6f-49e03c31cfbc, 2.9472406, 2.9036133, 1.0971434, 0.041173935, 184.0463183562986, 0.12821522, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_5, 892c8842-2e9f-440b-94bd-0506bd3a918f, 3.0524411, 2.9569008, 3.722757, 0.3679956, 244.40566993856342, 0.35038343, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_5, 64a2d281-4878-4145-8dc7-3b4d8200ad07, 2.4565797, 2.4565578, 1.5190579, 0.099820845, 349.6786652762963, 0.18553779, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_4, 9faec15c-e5d0-42c1-9d5b-be57f1cf2950, 6.5653195, 5.9560227, 0.533997, 0.004085529, 250.04920936293485, 0.029212631, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_4, 9bb71652-9321-4d3a-bb11-99f97608c70c, 1.9253083, 1.9234776, 0.22654645, 0.004147274, 165.42977716959342, 0.054273706, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_4, f42c2409-4f6e-4946-b186-ce9d83544aa9, 3.0748792, 3.0434842, 2.813246, 0.28749558, 234.50738711413763, 0.2671121, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_3, 6fa30b13-4bec-47e4-9670-f73cf97a26dd, 3.6495225, 3.2063067, 0.40050516, 0.004468176, 263.03960078689545, 0.039077975, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_2, 7cb089f7-2a79-49ca-a83a-88c148adffd1, 3.0333397, 2.9347267, 1.2577477, 0.042936172, 204.9465606127542, 0.145158, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_1, 5d0c0187-c6c7-4011-b28c-861d2af290e4, 2.4150822, 2.4085586, 1.2902426, 0.057705384, 307.4931493394931, 0.18595086, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
8_A_2_stitch.rsml, root_0, d6ada00f-bc28-4f02-bee2-1717111b3964, 3.9393322, 3.804463, 1.2798483, 0.04102399, 326.9258025093664, 0.089759275, 0, Root, -1, -1, -0.009302326, -57.29577951308232, 0, 0.0, null, null, null, null
1_B_1_stitch.rsml, root_4, 02371295-2737-494b-8fe3-f672b118a14b, 5.994708, 5.935814, 1.5802996, 0.034769215, 276.32158664690223, 0.07750742, 0, Root, -1, -1, -0.012121212, -57.29577951308232, 0, 0.0, null, null, null, null
1_B_1_stitch.rsml, root_3, 8e17f1bd-8d67-4e38-9d92-9a6fdc268712, 0.5540492, 0.5504559, 0.10272092, 0.0015312916, 271.2682028875766, 0.05610018, 0, Root, -1, -1, -0.012121212, -57.29577951308232, 0, 0.0, null, null, null, null
1_B_1_stitch.rsml, root_2, 9bef00d6-6ca9-48f9-8a68-e3ed141b494b, 0.2344102, 0.22468963, 0.037924103, 4.8714795E-4, 272.1073872497611, 0.045267064, 0, Root, -1, -1, -0.012121212, -57.29577951308232, 0, 0.0, null, null, null, null
1_B_1_stitch.rsml, root_1, a354ddfb-2020-4359-a6ff-934944506c2b, 0.9460414, 0.9447505, 0.2873275, 0.007115451, 273.8991371143522, 0.09134003, 0, Root, -1, -1, -0.012121212, -57.29577951308232, 0, 0.0, null, null, null, null
